url,slug,lastmod,title,date_published,date_modified,author,status,output_dir,error
https://www.seobythesea.com/2012/08/materiality-search-engines/,materiality-search-engines,2020-03-10T16:59:14+00:00,On Materiality and Search Engines,2012-08-02T07:36:13+00:00,2020-03-10T09:59:14+00:00,Bill Slawski,archived,archive/posts/materiality-search-engines,
https://www.seobythesea.com/2008/01/the-google-acquisition-of-innuvo-and-the-google-web-toolkit/,the-google-acquisition-of-innuvo-and-the-google-web-toolkit,2020-03-10T17:13:34+00:00,"The Google Acquisition of Innuvo, and the Google Web Toolkit",2008-01-28T00:14:57+00:00,2020-03-10T10:13:34+00:00,Bill Slawski,archived,archive/posts/the-google-acquisition-of-innuvo-and-the-google-web-toolkit,
https://www.seobythesea.com/2011/10/how-a-search-engine-may-automate-web-spam-reports-and-search-feedback/,how-a-search-engine-may-automate-web-spam-reports-and-search-feedback,2020-03-10T17:19:35+00:00,How a Search Engine May Automate Web Spam Reports and Search Feedback,2011-10-19T11:06:41+00:00,2020-03-10T10:19:35+00:00,Bill Slawski,archived,archive/posts/how-a-search-engine-may-automate-web-spam-reports-and-search-feedback,
https://www.seobythesea.com/2012/04/bing-version-search-plus-your-world/,bing-version-search-plus-your-world,2020-03-10T17:20:30+00:00,Bing's Search Plus Your World?,2012-04-22T21:07:42+00:00,2020-03-10T10:20:30+00:00,Bill Slawski,archived,archive/posts/bing-version-search-plus-your-world,
https://www.seobythesea.com/2012/06/100-best-seo-documents-of-all-time-part-4/,100-best-seo-documents-of-all-time-part-4,2020-03-10T17:20:53+00:00,"100 Best SEO Documents of All Time, part 4",2012-06-25T21:29:45+00:00,2020-03-10T10:20:53+00:00,Bill Slawski,archived,archive/posts/100-best-seo-documents-of-all-time-part-4,
https://www.seobythesea.com/2007/02/local-search-interviews/,local-search-interviews,2020-03-13T22:38:11+00:00,Local Search Interviews,2007-02-05T10:15:40+00:00,2020-03-13T15:38:11+00:00,Bill Slawski,archived,archive/posts/local-search-interviews,
https://www.seobythesea.com/2007/06/google-radio-and-tv-personalization-ratings-and-advertising-patent-applications/,google-radio-and-tv-personalization-ratings-and-advertising-patent-applications,2020-04-02T00:54:39+00:00,Google Mass Media Patent Applications,2007-06-08T03:31:28+00:00,2020-04-01T17:54:39+00:00,Bill Slawski,archived,archive/posts/google-radio-and-tv-personalization-ratings-and-advertising-patent-applications,
https://www.seobythesea.com/2012/04/google-acquires-unisys-patents/,google-acquires-unisys-patents,2020-04-02T00:54:54+00:00,"Google Acquires Unisys Patents, Including a Java API Patent",2012-04-20T09:42:47+00:00,2020-04-01T17:54:54+00:00,Bill Slawski,archived,archive/posts/google-acquires-unisys-patents,
https://www.seobythesea.com/2011/09/google-picks-up-hardware-and-media-patents-from-outland-research/,google-picks-up-hardware-and-media-patents-from-outland-research,2020-04-02T01:20:07+00:00,Google Picks Up Hardware and Media Patents from Outland Research,2011-09-04T18:23:36+00:00,2020-04-01T18:20:07+00:00,Bill Slawski,archived,archive/posts/google-picks-up-hardware-and-media-patents-from-outland-research,
https://www.seobythesea.com/2015/04/using-photos-data-under-a-creative-commons-license/,using-photos-data-under-a-creative-commons-license,2020-04-02T01:37:04+00:00,Using Photos & Data Under a Creative Commons License,2015-04-12T22:15:20+00:00,2020-04-01T18:37:04+00:00,Bill Slawski,archived,archive/posts/using-photos-data-under-a-creative-commons-license,
https://www.seobythesea.com/2006/11/monday-morning-links/,monday-morning-links,2020-04-02T01:39:13+00:00,Monday Morning Links,2006-11-06T11:39:14+00:00,2020-04-01T18:39:13+00:00,Bill Slawski,archived,archive/posts/monday-morning-links,
https://www.seobythesea.com/2007/12/yahoo-on-visualizing-community-use-of-social-media-sites/,yahoo-on-visualizing-community-use-of-social-media-sites,2020-04-14T15:59:54+00:00,Yahoo on Visualizing Community Use of Social Media Sites,2007-12-10T03:39:48+00:00,2020-04-14T08:59:54+00:00,Bill Slawski,archived,archive/posts/yahoo-on-visualizing-community-use-of-social-media-sites,
https://www.seobythesea.com/2008/04/google-granted-patent-can-filter-distortion-in-unused-tv-white-spaces/,google-granted-patent-can-filter-distortion-in-unused-tv-white-spaces,2020-04-14T16:00:15+00:00,Google Granted Patent Can Filter Distortion in Unused TV White Spaces,2008-04-02T00:50:06+00:00,2020-04-14T09:00:15+00:00,Bill Slawski,archived,archive/posts/google-granted-patent-can-filter-distortion-in-unused-tv-white-spaces,
https://www.seobythesea.com/2013/01/eye-scan-security-augmented-imagery/,eye-scan-security-augmented-imagery,2020-04-14T16:00:38+00:00,Google Acquires Patent for Eye Scan Security and Augmented Imagery,2013-01-12T22:59:34+00:00,2020-04-14T09:00:38+00:00,Bill Slawski,archived,archive/posts/eye-scan-security-augmented-imagery,
https://www.seobythesea.com/2007/11/green-communities-and-social-networks/,green-communities-and-social-networks,2020-05-13T16:38:54+00:00,Green Communities and Social Networks,2007-11-04T00:59:44+00:00,2020-05-13T09:38:54+00:00,Bill Slawski,archived,archive/posts/green-communities-and-social-networks,
https://www.seobythesea.com/2006/11/looking-for-a-library-on-google-local/,looking-for-a-library-on-google-local,2020-05-13T16:47:36+00:00,Looking for a Library on Google Local,2006-11-11T12:58:00+00:00,2020-05-13T09:47:36+00:00,Bill Slawski,archived,archive/posts/looking-for-a-library-on-google-local,
https://www.seobythesea.com/2007/03/yahoo-local-vs-google-maps-beatdown/,yahoo-local-vs-google-maps-beatdown,2020-05-13T16:47:54+00:00,Yahoo Local vs Google Maps Beatdown,2007-03-25T01:48:31+00:00,2020-05-13T09:47:54+00:00,Bill Slawski,archived,archive/posts/yahoo-local-vs-google-maps-beatdown,
https://www.seobythesea.com/2011/11/patents-from-googles-acquisition-of-apture-and-katango-highlighted-search-youtube-sliders-and-intelligent-social-media-agents/,patents-from-googles-acquisition-of-apture-and-katango-highlighted-search-youtube-sliders-and-intelligent-social-media-agents,2020-05-13T16:48:14+00:00,"Patent Filings from Google's Acquisition of Apture and Katango: Highlighted Search, YouTube Sliders, and Intelligent Social Media Agents?",2011-11-14T19:17:03+00:00,2020-05-13T09:48:14+00:00,Bill Slawski,archived,archive/posts/patents-from-googles-acquisition-of-apture-and-katango-highlighted-search-youtube-sliders-and-intelligent-social-media-agents,
https://www.seobythesea.com/2012/10/spoken-visual-queries-future-search/,spoken-visual-queries-future-search,2020-05-13T16:48:33+00:00,Voice Queries and Visual Queries The Future of Search?,2012-10-03T06:16:54+00:00,2020-05-13T09:48:33+00:00,Bill Slawski,archived,archive/posts/spoken-visual-queries-future-search,
https://www.seobythesea.com/2007/02/feedback-on-custom-search-engines/,feedback-on-custom-search-engines,2020-05-13T16:59:36+00:00,Feedback on Custom Search Engines,2007-02-16T17:35:15+00:00,2020-05-13T09:59:36+00:00,Bill Slawski,archived,archive/posts/feedback-on-custom-search-engines,
https://www.seobythesea.com/2010/10/is-google-custom-search-influencing-google-web-search/,is-google-custom-search-influencing-google-web-search,2020-05-13T16:59:38+00:00,Are Google Custom Search Engines Influencing Google Web Search?,2010-10-26T11:12:15+00:00,2020-05-13T09:59:38+00:00,Bill Slawski,archived,archive/posts/is-google-custom-search-influencing-google-web-search,
https://www.seobythesea.com/2010/10/assumptions-behind-web-searches/,assumptions-behind-web-searches,2020-05-13T16:59:38+00:00,Assumptions behind Web Searches,2010-10-25T10:53:38+00:00,2020-05-13T09:59:38+00:00,Bill Slawski,archived,archive/posts/assumptions-behind-web-searches,
https://www.seobythesea.com/2010/10/the-expertise-of-google-custom-search-engines-vs-the-wisdom-of-crowds/,the-expertise-of-google-custom-search-engines-vs-the-wisdom-of-crowds,2020-05-13T16:59:39+00:00,The Expertise of Google Custom Search Engines vs. the Wisdom of Crowds,2010-10-28T18:32:22+00:00,2020-05-13T09:59:39+00:00,Bill Slawski,archived,archive/posts/the-expertise-of-google-custom-search-engines-vs-the-wisdom-of-crowds,
https://www.seobythesea.com/2012/01/classification-page-elements-search-results-alternative-titles-and-snippets/,classification-page-elements-search-results-alternative-titles-and-snippets,2020-05-13T16:59:40+00:00,How Classification of Page Elements and Search Results May Influence Alternative Titles and Snippets Displayed in Google,2012-01-26T15:30:49+00:00,2020-05-13T09:59:40+00:00,Bill Slawski,archived,archive/posts/classification-page-elements-search-results-alternative-titles-and-snippets,
https://www.seobythesea.com/2006/10/search-query-researcher-amanda-spink/,search-query-researcher-amanda-spink,2020-05-21T14:53:57+00:00,Search Query Researcher Amanda Spink,2006-10-19T15:29:38+00:00,2020-05-21T07:53:57+00:00,Bill Slawski,archived,archive/posts/search-query-researcher-amanda-spink,
https://www.seobythesea.com/2012/08/gmail-rank-importance-of-good-subject-lines/,gmail-rank-importance-of-good-subject-lines,2020-05-21T14:54:30+00:00,GMail Rank and the Importance of Good Subject Lines,2012-08-26T13:39:51+00:00,2020-05-21T07:54:30+00:00,Bill Slawski,archived,archive/posts/gmail-rank-importance-of-good-subject-lines,
https://www.seobythesea.com/2006/08/google-indentifies-navigation-bars-for-small-screens-snippets-and-indexing/,google-indentifies-navigation-bars-for-small-screens-snippets-and-indexing,2020-05-21T15:59:20+00:00,"Google Identifies Navigation Bars for Small Screens, Snippets, and Indexing",2006-08-13T02:28:08+00:00,2020-05-21T08:59:20+00:00,Bill Slawski,archived,archive/posts/google-indentifies-navigation-bars-for-small-screens-snippets-and-indexing,
https://www.seobythesea.com/2006/08/some-pictures-from-sonoma-san-francisco-and-san-jose/,some-pictures-from-sonoma-san-francisco-and-san-jose,2020-05-21T16:03:24+00:00,"Some Pictures from Sonoma, San Francisco, and San Jose",2006-08-14T02:35:23+00:00,2020-05-21T09:03:24+00:00,Bill Slawski,archived,archive/posts/some-pictures-from-sonoma-san-francisco-and-san-jose,
https://www.seobythesea.com/2006/08/google-coupons-the-start-of-something-bigger/,google-coupons-the-start-of-something-bigger,2020-05-21T16:04:24+00:00,Google Coupons the Start of Something Bigger,2006-08-15T10:24:10+00:00,2020-05-21T09:04:24+00:00,Bill Slawski,archived,archive/posts/google-coupons-the-start-of-something-bigger,
https://www.seobythesea.com/2006/08/askcom-using-queries-to-detect-and-filter-adult-content/,askcom-using-queries-to-detect-and-filter-adult-content,2020-05-21T16:32:35+00:00,Ask.com Using Queries to Detect and Filter Adult Content?,2006-08-17T23:12:34+00:00,2020-05-21T09:32:35+00:00,Bill Slawski,archived,archive/posts/askcom-using-queries-to-detect-and-filter-adult-content,
https://www.seobythesea.com/2006/08/page-quality-and-web-spam-using-content-analysis-to-detect-spam-pages/,page-quality-and-web-spam-using-content-analysis-to-detect-spam-pages,2020-05-21T16:34:36+00:00,Page Quality and WebSpam: Using Content Analysis to Detect Spam Pages,2006-08-18T12:47:44+00:00,2020-05-21T09:34:36+00:00,Bill Slawski,archived,archive/posts/page-quality-and-web-spam-using-content-analysis-to-detect-spam-pages,
https://www.seobythesea.com/2006/08/how-do-you-estimate-the-size-of-a-search-engine/,how-do-you-estimate-the-size-of-a-search-engine,2020-05-21T16:39:07+00:00,How Do You Estimate the Size of A Search Engine?,2006-08-22T19:29:46+00:00,2020-05-21T09:39:07+00:00,Bill Slawski,archived,archive/posts/how-do-you-estimate-the-size-of-a-search-engine,
https://www.seobythesea.com/2006/08/danny-sullivan-leaves-search-engine-watch-and-search-engine-strategies/,danny-sullivan-leaves-search-engine-watch-and-search-engine-strategies,2020-05-21T16:42:59+00:00,Danny Sullivan Leaves Search Engine Watch and Search Engine Strategies,2006-08-29T15:16:16+00:00,2020-05-21T09:42:59+00:00,Bill Slawski,archived,archive/posts/danny-sullivan-leaves-search-engine-watch-and-search-engine-strategies,
https://www.seobythesea.com/2010/12/googles-acquisition-of-zetawire-brings-electronic-wallets-nearer/,googles-acquisition-of-zetawire-brings-electronic-wallets-nearer,2020-06-01T22:22:48+00:00,Google's Acquisition of Zetawire brings Electronic Wallets Nearer,2010-12-14T11:41:12+00:00,2020-06-01T15:22:48+00:00,Bill Slawski,archived,archive/posts/googles-acquisition-of-zetawire-brings-electronic-wallets-nearer,
https://www.seobythesea.com/2013/01/google-synthetic-queries/,google-synthetic-queries,2020-06-06T16:56:15+00:00,How Google May Create and Use Synthetic Queries,2013-01-06T21:35:33+00:00,2020-06-06T09:56:15+00:00,Bill Slawski,archived,archive/posts/google-synthetic-queries,
https://www.seobythesea.com/2015/08/googles-version-of-edgerank-how-content-is-shared-based-upon-social-interactions/,googles-version-of-edgerank-how-content-is-shared-based-upon-social-interactions,2020-06-09T03:10:36+00:00,Google+'s Edgerank; Content is shared based on Social Interactions,2015-08-25T14:38:15+00:00,2020-06-08T20:10:36+00:00,Bill Slawski,archived,archive/posts/googles-version-of-edgerank-how-content-is-shared-based-upon-social-interactions,
https://www.seobythesea.com/2007/07/google-patent-application-on-converting-spreadsheets-to-web-applications/,google-patent-application-on-converting-spreadsheets-to-web-applications,2020-06-09T14:54:10+00:00,Google on Converting Spreadsheets to Web Applications,2007-07-17T22:17:25+00:00,2020-06-09T07:54:10+00:00,Bill Slawski,archived,archive/posts/google-patent-application-on-converting-spreadsheets-to-web-applications,
https://www.seobythesea.com/2007/05/user-intent-and-characteristics-of-search-queries/,user-intent-and-characteristics-of-search-queries,2020-06-09T21:43:29+00:00,User Intent and Characteristics of Search Queries,2007-05-28T23:41:55+00:00,2020-06-09T14:43:29+00:00,Bill Slawski,archived,archive/posts/user-intent-and-characteristics-of-search-queries,
https://www.seobythesea.com/2008/07/how-a-search-engine-may-expand-search-queries-based-upon-popularity-measured-by-user-behavior/,how-a-search-engine-may-expand-search-queries-based-upon-popularity-measured-by-user-behavior,2020-06-13T17:33:41+00:00,How a Search Engine May Expand Search Queries Based upon Popularity Measured by User Behavior,2008-07-01T09:18:12+00:00,2020-06-13T10:33:41+00:00,Bill Slawski,archived,archive/posts/how-a-search-engine-may-expand-search-queries-based-upon-popularity-measured-by-user-behavior,
https://www.seobythesea.com/2007/04/google-reviews-reputation-quality-snippets-clustering/,google-reviews-reputation-quality-snippets-clustering,2020-06-13T17:44:38+00:00,Google Reviews: Reputation + Quality + Snippets + Clustering,2007-04-06T18:09:53+00:00,2020-06-13T10:44:38+00:00,Bill Slawski,archived,archive/posts/google-reviews-reputation-quality-snippets-clustering,
https://www.seobythesea.com/2011/04/a-hint-of-what-googles-social-network-might-look-like/,a-hint-of-what-googles-social-network-might-look-like,2020-06-13T18:38:35+00:00,A Hint of What Google's Social Network Might Look Like?,2011-04-28T10:26:55+00:00,2020-06-13T11:38:35+00:00,Bill Slawski,archived,archive/posts/a-hint-of-what-googles-social-network-might-look-like,
https://www.seobythesea.com/2013/02/traditional-news-agency-is-dead/,traditional-news-agency-is-dead,2020-06-13T23:40:39+00:00,Google News Algorithm Updated,2013-02-22T22:12:43+00:00,2020-06-13T16:40:39+00:00,Bill Slawski,archived,archive/posts/traditional-news-agency-is-dead,
https://www.seobythesea.com/2010/11/google-on-duplicate-content-filtering-and-news-attribution-metatags/,google-on-duplicate-content-filtering-and-news-attribution-metatags,2020-06-13T23:58:54+00:00,Google on Duplicate Content Filtering and News Attribution Metatags,2010-11-16T16:46:27+00:00,2020-06-13T16:58:54+00:00,Bill Slawski,archived,archive/posts/google-on-duplicate-content-filtering-and-news-attribution-metatags,
https://www.seobythesea.com/2008/11/google-using-novel-content-as-a-ranking-signal/,google-using-novel-content-as-a-ranking-signal,2020-06-14T00:00:19+00:00,Google Using Novel Content as a Ranking Signal?,2008-11-14T09:18:09+00:00,2020-06-13T17:00:19+00:00,Bill Slawski,archived,archive/posts/google-using-novel-content-as-a-ranking-signal,
https://www.seobythesea.com/2005/09/the-competitive-keyword-game/,the-competitive-keyword-game,2020-06-17T19:25:14+00:00,The competitive keyword game,2005-09-02T00:21:48+00:00,2020-06-17T12:25:14+00:00,Bill Slawski,archived,archive/posts/the-competitive-keyword-game,
https://www.seobythesea.com/2006/04/feature-based-rankings-at-msn/,feature-based-rankings-at-msn,2020-06-17T19:37:45+00:00,Ranking Search Results Using Featured Based Rankings,2006-04-08T14:25:05+00:00,2020-06-17T12:37:45+00:00,Bill Slawski,archived,archive/posts/feature-based-rankings-at-msn,
https://www.seobythesea.com/2008/02/google-omits-needless-words-on-your-pages/,google-omits-needless-words-on-your-pages,2020-06-19T20:44:36+00:00,Google Omits Needless Words (Boilerplate),2008-02-16T11:30:53+00:00,2020-06-19T13:44:36+00:00,Bill Slawski,archived,archive/posts/google-omits-needless-words-on-your-pages,
https://www.seobythesea.com/2006/06/content-planning-for-search-engine-optimization/,content-planning-for-search-engine-optimization,2020-06-19T21:32:54+00:00,Content Planning for Search Engine Optimization,2006-06-26T22:20:53+00:00,2020-06-19T14:32:54+00:00,Bill Slawski,archived,archive/posts/content-planning-for-search-engine-optimization,
https://www.seobythesea.com/2012/02/big-data-at-google/,big-data-at-google,2020-06-19T21:36:49+00:00,Big Data at Google,2012-02-11T14:34:25+00:00,2020-06-19T14:36:49+00:00,Bill Slawski,archived,archive/posts/big-data-at-google,
https://www.seobythesea.com/2009/10/10-seo-questions/,10-seo-questions,2020-06-19T22:04:05+00:00,10 SEO Questions,2009-10-14T11:29:12+00:00,2020-06-19T15:04:05+00:00,Bill Slawski,archived,archive/posts/10-seo-questions,
https://www.seobythesea.com/2006/05/apple-to-embed-ads-and-marketing-information-in-itunes/,apple-to-embed-ads-and-marketing-information-in-itunes,2020-06-19T22:37:27+00:00,Apple to Embed Ads and Marketing Information in iTunes?,2006-05-18T10:44:21+00:00,2020-06-19T15:37:27+00:00,Bill Slawski,archived,archive/posts/apple-to-embed-ads-and-marketing-information-in-itunes,
https://www.seobythesea.com/2012/01/googles-query-based-analysis-and-reranking-of-search-results/,googles-query-based-analysis-and-reranking-of-search-results,2020-06-19T22:49:35+00:00,Google's Query Analysis and Reranking of Search Results,2012-01-23T10:36:38+00:00,2020-06-19T15:49:35+00:00,Bill Slawski,archived,archive/posts/googles-query-based-analysis-and-reranking-of-search-results,
https://www.seobythesea.com/2008/02/microsoft-on-reranking-search-results-based-upon-your-calendar/,microsoft-on-reranking-search-results-based-upon-your-calendar,2020-06-19T22:51:19+00:00,Microsoft on Reranking Search Results Based Upon Your Calendar,2008-02-06T08:46:54+00:00,2020-06-19T15:51:19+00:00,Bill Slawski,archived,archive/posts/microsoft-on-reranking-search-results-based-upon-your-calendar,
https://www.seobythesea.com/2007/12/reranking-search-results-based-upon-personalization-and-diversification/,reranking-search-results-based-upon-personalization-and-diversification,2020-06-19T22:53:08+00:00,Reranking Search Results Based Upon Personalization and Diversification,2007-12-24T16:58:50+00:00,2020-06-19T15:53:08+00:00,Bill Slawski,archived,archive/posts/reranking-search-results-based-upon-personalization-and-diversification,
https://www.seobythesea.com/2006/09/reranking-search-results-based-upon-concepts-in-users-queries/,reranking-search-results-based-upon-concepts-in-users-queries,2020-06-19T22:56:15+00:00,Reranking Search Results Based Upon Concepts in Users' Queries,2006-09-18T05:46:31+00:00,2020-06-19T15:56:15+00:00,Bill Slawski,archived,archive/posts/reranking-search-results-based-upon-concepts-in-users-queries,
https://www.seobythesea.com/2012/11/ranking-webpages-relationships-co-occurrence-patent/,ranking-webpages-relationships-co-occurrence-patent,2020-06-19T23:23:52+00:00,Ranking Webpages Based on Word Relationships (Co-Occurrence),2012-11-28T02:40:38+00:00,2020-06-19T16:23:52+00:00,Bill Slawski,archived,archive/posts/ranking-webpages-relationships-co-occurrence-patent,
https://www.seobythesea.com/2012/11/not-all-anchor-text-is-equal-other-co-citation-observations/,not-all-anchor-text-is-equal-other-co-citation-observations,2020-06-19T23:31:56+00:00,Not All Anchor Text is Equal and other Co-Citation Observations,2012-11-21T20:03:38+00:00,2020-06-19T16:31:56+00:00,Bill Slawski,archived,archive/posts/not-all-anchor-text-is-equal-other-co-citation-observations,
https://www.seobythesea.com/2011/11/google-demote-search-results-for-related-searches/,google-demote-search-results-for-related-searches,2020-06-19T23:34:30+00:00,How Google May Demote Some Search Results for Subsequent Related Searches,2011-11-01T04:28:53+00:00,2020-06-19T16:34:30+00:00,Bill Slawski,archived,archive/posts/google-demote-search-results-for-related-searches,
https://www.seobythesea.com/2011/03/how-a-search-engine-might-visualize-and-rerank-web-pages-based-upon-credibility/,how-a-search-engine-might-visualize-and-rerank-web-pages-based-upon-credibility,2020-06-19T23:40:27+00:00,How a Search Engine May Rerank a Page Based on Web Page Credibility,2011-03-21T10:55:04+00:00,2020-06-19T16:40:27+00:00,Bill Slawski,archived,archive/posts/how-a-search-engine-might-visualize-and-rerank-web-pages-based-upon-credibility,
https://www.seobythesea.com/2011/03/searching-google-for-big-panda-and-finding-decision-trees/,searching-google-for-big-panda-and-finding-decision-trees,2020-06-19T23:42:07+00:00,Searching Google for Big Panda and Finding Decision Trees,2011-03-03T23:32:29+00:00,2020-06-19T16:42:07+00:00,Bill Slawski,archived,archive/posts/searching-google-for-big-panda-and-finding-decision-trees,
https://www.seobythesea.com/2010/11/seo-is-undead-again-profiles-phrases-entities-and-language-models/,seo-is-undead-again-profiles-phrases-entities-and-language-models,2020-06-19T23:43:58+00:00,"SEO is Undead Again (Profiles, Phrases, Entities, and Language Models)",2010-11-22T10:39:11+00:00,2020-06-19T16:43:58+00:00,Bill Slawski,archived,archive/posts/seo-is-undead-again-profiles-phrases-entities-and-language-models,
https://www.seobythesea.com/2010/06/how-demand-media-may-target-keywords-for-profitability/,how-demand-media-may-target-keywords-for-profitability,2020-06-19T23:45:25+00:00,How Demand Media May Target Keywords for Profitability,2010-06-17T17:10:47+00:00,2020-06-19T16:45:25+00:00,Bill Slawski,archived,archive/posts/how-demand-media-may-target-keywords-for-profitability,
https://www.seobythesea.com/2010/05/how-a-search-engine-might-rerank-search-results-based-upon-time-based-data-in-query-logs/,how-a-search-engine-might-rerank-search-results-based-upon-time-based-data-in-query-logs,2020-06-19T23:48:52+00:00,How a Search Engine Might Rerank Search Results Based upon Time-Based Data in Query Logs,2010-05-31T16:25:43+00:00,2020-06-19T16:48:52+00:00,Bill Slawski,archived,archive/posts/how-a-search-engine-might-rerank-search-results-based-upon-time-based-data-in-query-logs,
https://www.seobythesea.com/2008/01/bill-gates-and-company-want-to-watch-you-watch-tv-buy-groceries-and-use-your-credit-cards-and-cell-phone-and-take-notes/,bill-gates-and-company-want-to-watch-you-watch-tv-buy-groceries-and-use-your-credit-cards-and-cell-phone-and-take-notes,2020-06-19T23:55:58+00:00,"Bill Gates and Company Want to Watch You Watch TV, Buy Groceries, and Use Your Credit Cards and Cell Phone (and Take Notes)",2008-01-09T15:47:21+00:00,2020-06-19T16:55:58+00:00,Bill Slawski,archived,archive/posts/bill-gates-and-company-want-to-watch-you-watch-tv-buy-groceries-and-use-your-credit-cards-and-cell-phone-and-take-notes,
https://www.seobythesea.com/2007/09/how-previous-searchers-queries-could-be-used-to-re-rank-your-search-results/,how-previous-searchers-queries-could-be-used-to-re-rank-your-search-results,2020-06-20T00:03:49+00:00,How Previous Searchers' Queries Could Be Used to Re-Rank Your Search Results,2007-09-17T10:13:46+00:00,2020-06-19T17:03:49+00:00,Bill Slawski,archived,archive/posts/how-previous-searchers-queries-could-be-used-to-re-rank-your-search-results,
https://www.seobythesea.com/2007/07/google-patent-granted-on-semantic-units-meaningful-compounds/,google-patent-granted-on-semantic-units-meaningful-compounds,2020-06-20T00:04:47+00:00,Google Patent Granted on Semantic Units (Meaningful Compounds),2007-07-25T07:51:06+00:00,2020-06-19T17:04:47+00:00,Bill Slawski,archived,archive/posts/google-patent-granted-on-semantic-units-meaningful-compounds,
https://www.seobythesea.com/2006/09/benefits-of-nested-rankings-of-search-results/,benefits-of-nested-rankings-of-search-results,2020-06-20T00:18:40+00:00,Benefits of Nested Rankings of Search Results,2006-09-02T22:27:24+00:00,2020-06-19T17:18:40+00:00,Bill Slawski,archived,archive/posts/benefits-of-nested-rankings-of-search-results,
https://www.seobythesea.com/2006/08/what-would-you-do-with-a-database-of-aol-user-queries/,what-would-you-do-with-a-database-of-aol-user-queries,2020-06-20T00:20:43+00:00,What Do You Do With a Database of AOL User Queries?,2006-08-25T17:50:17+00:00,2020-06-19T17:20:43+00:00,Bill Slawski,archived,archive/posts/what-would-you-do-with-a-database-of-aol-user-queries,
https://www.seobythesea.com/2006/08/googles-personalized-ecommerce-inheritance/,googles-personalized-ecommerce-inheritance,2020-06-20T00:21:38+00:00,Google's Personalized Ecommerce Inheritance,2006-08-17T10:45:44+00:00,2020-06-19T17:21:38+00:00,Bill Slawski,archived,archive/posts/googles-personalized-ecommerce-inheritance,
https://www.seobythesea.com/2015/03/semantic-seo-in-san-diego/,semantic-seo-in-san-diego,2020-06-20T00:23:46+00:00,Semantic SEO in San Diego (Presentations are available),2015-03-15T12:33:03+00:00,2020-06-19T17:23:46+00:00,Bill Slawski,archived,archive/posts/semantic-seo-in-san-diego,
https://www.seobythesea.com/2015/01/magic-leap-augmented-reality-semantic-robots/,magic-leap-augmented-reality-semantic-robots,2020-06-20T00:24:40+00:00,Magic Leap and Their Augmented Reality Semantic Robots,2015-01-20T15:28:16+00:00,2020-06-19T17:24:40+00:00,Bill Slawski,archived,archive/posts/magic-leap-augmented-reality-semantic-robots,
https://www.seobythesea.com/2014/09/google-first-semantic-search-invention-patented-1999/,google-first-semantic-search-invention-patented-1999,2020-06-20T00:33:34+00:00,Google's First Semantic Search Invention was Patented in 1999,2014-09-16T20:30:48+00:00,2020-06-19T17:33:34+00:00,Bill Slawski,archived,archive/posts/google-first-semantic-search-invention-patented-1999,
https://www.seobythesea.com/2012/01/sets-semantic-closeness-segmentation-and-webtables/,sets-semantic-closeness-segmentation-and-webtables,2020-06-20T00:39:06+00:00,"10 Most Important SEO Patents: Part 7 - Sets, Semantic Closeness, Segmentation, and Webtables",2012-01-13T00:10:56+00:00,2020-06-19T17:39:06+00:00,Bill Slawski,archived,archive/posts/sets-semantic-closeness-segmentation-and-webtables,
https://www.seobythesea.com/2011/12/10-most-important-seo-patents-original-historical-data-patent-filing-children/,10-most-important-seo-patents-original-historical-data-patent-filing-children,2020-06-20T00:45:59+00:00,10 Most Important SEO Patents: Part 2 - The Original Historical Data Patent Filing and its Children,2011-12-11T12:58:12+00:00,2020-06-19T17:45:59+00:00,Bill Slawski,archived,archive/posts/10-most-important-seo-patents-original-historical-data-patent-filing-children,
https://www.seobythesea.com/2011/12/10-most-important-seo-patents-part-3-classifying-web-blocks-with-linguistic-features/,10-most-important-seo-patents-part-3-classifying-web-blocks-with-linguistic-features,2020-06-20T00:48:39+00:00,10 Most Important SEO Patents: Part 3 - Classifying Web Blocks with Linguistic Features,2011-12-12T11:42:47+00:00,2020-06-19T17:48:39+00:00,Bill Slawski,archived,archive/posts/10-most-important-seo-patents-part-3-classifying-web-blocks-with-linguistic-features,
https://www.seobythesea.com/2012/02/assigning-geographic-relevance-web-pages/,assigning-geographic-relevance-web-pages,2020-06-20T00:54:46+00:00,10 Most Important SEO Patents: Part 8 - Assigning Geographic Relevance to Web Pages,2012-02-01T10:55:30+00:00,2020-06-19T17:54:46+00:00,Bill Slawski,archived,archive/posts/assigning-geographic-relevance-web-pages,
https://www.seobythesea.com/2012/02/ten-blue-links-to-blended-universal-search/,ten-blue-links-to-blended-universal-search,2020-06-20T00:56:49+00:00,10 Most Important SEO Patents: Part 9 - From Ten Blue Links to Blended and Universal Search,2012-02-06T10:42:52+00:00,2020-06-19T17:56:49+00:00,Bill Slawski,archived,archive/posts/ten-blue-links-to-blended-universal-search,
https://www.seobythesea.com/2012/03/just-the-beginning/,just-the-beginning,2020-06-20T00:58:17+00:00,Most Important SEO Patents Part 10: Just the Beginning,2012-03-26T09:15:02+00:00,2020-06-19T17:58:17+00:00,Bill Slawski,archived,archive/posts/just-the-beginning,
